Site,Sample depth,Age,Mg/Ca,Mg/Ca adj,Species,Paleodepth,Reference
ODP0761,,15.454,2.53,2.55,Oridorsalis umbonatus,2235,LearMawbeyRosenthal10
ODP0761,,15.48,2.55,2.57,Oridorsalis umbonatus,2235,LearMawbeyRosenthal10
ODP1171,186,15.501,1.38,1.49,Cibicidoides mundulus,1833,ShevenellKennettOthers08
ODP0761,,15.507,2.99,3.01,Oridorsalis umbonatus,2235,LearMawbeyRosenthal10
ODP1171,186.2,15.514,,,Cibicidoides mundulus,1832,ShevenellKennettOthers08
ODP0761,,15.52,2.29,2.31,Oridorsalis umbonatus,2235,LearMawbeyRosenthal10
ODP0761,,15.533,2.41,2.43,Oridorsalis umbonatus,2235,LearMawbeyRosenthal10
ODP0761,,15.541,2.69,2.71,Oridorsalis umbonatus,2235,LearMawbeyRosenthal10
ODP1171,186.6,15.543,,,Cibicidoides mundulus,1832,ShevenellKennettOthers08
ODP1171,186.8,15.557,1.72,1.9,Cibicidoides mundulus,1831,ShevenellKennettOthers08
ODP0761,,15.56,2.22,2.24,Oridorsalis umbonatus,2235,LearMawbeyRosenthal10
ODP0747,,15.566,2.28,2.56,Cibicidoides mundulus,1717,BillupsSchrag02
ODP1171,187,15.57,1.49,1.63,Cibicidoides mundulus,1831,ShevenellKennettOthers08
ODP1171,187.2,15.585,1.48,1.61,Cibicidoides mundulus,1830,ShevenellKennettOthers08
ODP1171,187.4,15.599,1.88,2.1,Cibicidoides mundulus,1830,ShevenellKennettOthers08
ODP0761,,15.613,2.5,2.52,Oridorsalis umbonatus,2236,LearMawbeyRosenthal10
ODP0761,,15.639,2.44,2.46,Oridorsalis umbonatus,2236,LearMawbeyRosenthal10
ODP1171,188.2,15.655,1.59,1.74,Cibicidoides mundulus,1829,ShevenellKennettOthers08
ODP0757,89.4,15.676,2.24,2.49,Cibicidoides mundulus,1399,BillupsSchrag03
ODP1171,188.6,15.682,1.51,1.65,Cibicidoides mundulus,1828,ShevenellKennettOthers08
ODP0761,,15.692,2.63,2.65,Oridorsalis umbonatus,2236,LearMawbeyRosenthal10
ODP1171,188.8,15.696,1.69,1.87,Cibicidoides mundulus,1828,ShevenellKennettOthers08
ODP0761,,15.705,2.51,2.53,Oridorsalis umbonatus,2236,LearMawbeyRosenthal10
ODP1171,189,15.711,1.82,2.01,Cibicidoides mundulus,1827,ShevenellKennettOthers08
ODP1171,189.2,15.725,1.7,1.88,Cibicidoides mundulus,1827,ShevenellKennettOthers08
ODP1171,189.4,15.738,1.72,1.89,Cibicidoides mundulus,1827,ShevenellKennettOthers08
ODP1171,189.8,15.765,1.44,1.56,Cibicidoides mundulus,1826,ShevenellKennettOthers08
ODP0761,,15.772,2.02,2.04,Oridorsalis umbonatus,2236,LearMawbeyRosenthal10
ODP0761,,15.785,2.49,2.51,Oridorsalis umbonatus,2236,LearMawbeyRosenthal10
ODP0761,,15.799,2.33,2.35,Oridorsalis umbonatus,2236,LearMawbeyRosenthal10
ODP0761,,15.807,2.48,2.5,Oridorsalis umbonatus,2236,LearMawbeyRosenthal10
ODP0761,,15.852,2.44,2.46,Oridorsalis umbonatus,2236,LearMawbeyRosenthal10
ODP0761,,15.866,2.5,2.52,Oridorsalis umbonatus,2236,LearMawbeyRosenthal10
ODP0747,,15.875,2.18,2.44,Cibicidoides mundulus,1717,BillupsSchrag02
ODP1171,191.8,15.906,1.86,2.07,Cibicidoides mundulus,1822,ShevenellKennettOthers08
ODP0761,,15.907,2.44,2.46,Oridorsalis umbonatus,2237,LearMawbeyRosenthal10
ODP1171,192,15.92,1.73,1.91,Cibicidoides mundulus,1822,ShevenellKennettOthers08
ODP0761,,15.934,2.61,2.63,Oridorsalis umbonatus,2237,LearMawbeyRosenthal10
ODP1171,192.2,15.934,1.67,1.84,Cibicidoides mundulus,1822,ShevenellKennettOthers08
ODP1171,192.4,15.945,2,2.24,Cibicidoides mundulus,1821,ShevenellKennettOthers08
ODP1171,192.6,15.959,2.01,2.24,Cibicidoides mundulus,1821,ShevenellKennettOthers08
ODP0761,,15.962,2.27,2.29,Oridorsalis umbonatus,2237,LearMawbeyRosenthal10
ODP0761,,15.976,2.58,2.6,Oridorsalis umbonatus,2237,LearMawbeyRosenthal10
ODP1171,192.8,15.976,1.58,1.73,Cibicidoides mundulus,1820,ShevenellKennettOthers08
ODP1171,193,15.992,1.71,1.89,Cibicidoides mundulus,1820,ShevenellKennettOthers08
ODP0761,,16.004,2.23,2.25,Oridorsalis umbonatus,2237,LearMawbeyRosenthal10
ODP0761,,16.018,2.37,2.39,Oridorsalis umbonatus,2237,LearMawbeyRosenthal10
ODP1171,193.4,16.022,1.71,1.89,Cibicidoides mundulus,1819,ShevenellKennettOthers08
ODP1171,193.6,16.038,1.59,1.74,Cibicidoides mundulus,1819,ShevenellKennettOthers08
ODP1171,193.8,16.054,1.46,1.59,Cibicidoides mundulus,1818,ShevenellKennettOthers08
ODP0761,,16.061,2.66,2.68,Oridorsalis umbonatus,2237,LearMawbeyRosenthal10
ODP1171,194,16.07,1.67,1.84,Cibicidoides mundulus,1818,ShevenellKennettOthers08
ODP0761,,16.075,2.44,2.46,Oridorsalis umbonatus,2237,LearMawbeyRosenthal10
ODP1171,194.2,16.085,1.34,1.45,Cibicidoides mundulus,1818,ShevenellKennettOthers08
ODP1171,194.4,16.1,1.67,1.84,Cibicidoides mundulus,1817,ShevenellKennettOthers08
ODP0761,,16.104,2.31,2.33,Oridorsalis umbonatus,2237,LearMawbeyRosenthal10
ODP1171,194.6,16.116,1.74,1.92,Cibicidoides mundulus,1817,ShevenellKennettOthers08
ODP0761,,16.119,2.27,2.29,Oridorsalis umbonatus,2237,LearMawbeyRosenthal10
ODP1171,194.8,16.132,1.48,1.61,Cibicidoides mundulus,1816,ShevenellKennettOthers08
ODP1171,195,16.147,1.38,1.49,Cibicidoides mundulus,1816,ShevenellKennettOthers08
ODP0761,,16.148,2.36,2.38,Oridorsalis umbonatus,2237,LearMawbeyRosenthal10
ODP1171,195.2,16.163,1.83,2.03,Cibicidoides mundulus,1815,ShevenellKennettOthers08
ODP0761,,16.178,2.25,2.27,Oridorsalis umbonatus,2237,LearMawbeyRosenthal10
ODP1171,195.4,16.178,1.81,2,Cibicidoides mundulus,1815,ShevenellKennettOthers08
ODP0747,,16.186,2.05,2.29,Cibicidoides mundulus,1717,BillupsSchrag02
ODP0761,,16.193,2.47,2.49,Oridorsalis umbonatus,2238,LearMawbeyRosenthal10
ODP1171,195.6,16.194,1.63,1.79,Cibicidoides mundulus,1815,ShevenellKennettOthers08
ODP0761,,16.208,2.41,2.43,Oridorsalis umbonatus,2238,LearMawbeyRosenthal10
ODP1171,195.8,16.209,1.8,2,Cibicidoides mundulus,1814,ShevenellKennettOthers08
ODP1171,196,16.225,1.82,2.01,Cibicidoides mundulus,1814,ShevenellKennettOthers08
ODP1171,196.2,16.241,1.67,1.84,Cibicidoides mundulus,1813,ShevenellKennettOthers08
ODP1171,196.6,16.268,1.98,2.21,Cibicidoides mundulus,1813,ShevenellKennettOthers08
ODP0761,,16.27,2.83,2.85,Oridorsalis umbonatus,2238,LearMawbeyRosenthal10
ODP0761,,16.286,2.58,2.6,Oridorsalis umbonatus,2238,LearMawbeyRosenthal10
ODP1171,196.8,16.287,1.88,2.09,Cibicidoides mundulus,1812,ShevenellKennettOthers08
ODP1171,197,16.302,1.97,2.2,Cibicidoides mundulus,1812,ShevenellKennettOthers08
ODP0761,,16.317,2.22,2.24,Oridorsalis umbonatus,2238,LearMawbeyRosenthal10
ODP1171,197.2,16.318,1.76,1.94,Cibicidoides mundulus,1811,ShevenellKennettOthers08
ODP1171,197.3,16.326,1.9,2.12,Cibicidoides mundulus,1811,ShevenellKennettOthers08
ODP1171,197.4,16.332,2.1,2.35,Cibicidoides mundulus,1811,ShevenellKennettOthers08
ODP0761,,16.333,2.38,2.4,Oridorsalis umbonatus,2238,LearMawbeyRosenthal10
ODP1171,197.5,16.339,1.74,1.92,Cibicidoides mundulus,1811,ShevenellKennettOthers08
ODP0747,,16.352,2,2.23,Cibicidoides mundulus,1717,BillupsSchrag02
ODP1171,197.8,16.364,1.82,2.02,Cibicidoides mundulus,1810,ShevenellKennettOthers08
ODP0761,,16.366,2.22,2.24,Oridorsalis umbonatus,2238,LearMawbeyRosenthal10
ODP1171,198,16.38,1.71,1.89,Cibicidoides mundulus,1810,ShevenellKennettOthers08
ODP0761,,16.382,2.35,2.37,Oridorsalis umbonatus,2238,LearMawbeyRosenthal10
ODP1171,198.2,16.394,1.77,1.96,Cibicidoides mundulus,1809,ShevenellKennettOthers08
ODP0761,,16.406,2.9,2.92,Oridorsalis umbonatus,2238,LearMawbeyRosenthal10
ODP1171,198.4,16.41,1.72,1.89,Cibicidoides mundulus,1809,ShevenellKennettOthers08
ODP0761,,16.416,2.47,2.49,Oridorsalis umbonatus,2238,LearMawbeyRosenthal10
ODP0761,,16.433,2.48,2.5,Oridorsalis umbonatus,2238,LearMawbeyRosenthal10
ODP0761,,16.467,2.56,2.58,Oridorsalis umbonatus,2238,LearMawbeyRosenthal10
ODP0761,,16.591,2.41,2.43,Oridorsalis umbonatus,2239,LearMawbeyRosenthal10
ODP0747,,16.644,2.38,2.68,Cibicidoides mundulus,1717,BillupsSchrag02
ODP0761,,16.647,2.54,2.56,Oridorsalis umbonatus,2239,LearMawbeyRosenthal10
ODP0761,,16.666,2.46,2.48,Oridorsalis umbonatus,2239,LearMawbeyRosenthal10
ODP1171,201.8,16.669,1.7,1.87,Cibicidoides mundulus,1802,ShevenellKennettOthers08
ODP0761,,16.685,2.38,2.4,Oridorsalis umbonatus,2239,LearMawbeyRosenthal10
ODP0761,,16.693,2.74,2.76,Oridorsalis umbonatus,2239,LearMawbeyRosenthal10
ODP1171,202.8,16.747,,,Cibicidoides mundulus,1800,ShevenellKennettOthers08
ODP1171,204.6,16.87,,,Cibicidoides mundulus,1796,ShevenellKennettOthers08
ODP1171,205,16.898,,,Cibicidoides mundulus,1796,ShevenellKennettOthers08
ODP0747,,16.923,2.08,2.32,Cibicidoides mundulus,1717,BillupsSchrag02
ODP1171,205.8,16.953,,,Cibicidoides mundulus,1794,ShevenellKennettOthers08
ODP0761,,16.975,2.6,2.62,Oridorsalis umbonatus,2240,LearMawbeyRosenthal10
ODP0757,93.1,17.051,2.35,2.62,Cibicidoides mundulus,1368,BillupsSchrag03
ODP0761,,17.162,2.58,2.6,Oridorsalis umbonatus,2241,LearMawbeyRosenthal10
ODP0747,,17.211,2.27,2.55,Cibicidoides mundulus,1717,BillupsSchrag02
ODP0747,,17.493,2.23,2.5,Cibicidoides mundulus,1717,BillupsSchrag02
ODP0757,94.6,17.555,2.46,2.75,Cibicidoides mundulus,1356,BillupsSchrag03
ODP0747,,17.738,2.17,2.43,Cibicidoides mundulus,1717,BillupsSchrag02
ODP0747,,17.953,2.25,2.53,Cibicidoides mundulus,1717,BillupsSchrag02
ODP0757,96.1,17.996,2.17,2.4,Cibicidoides mundulus,1346,BillupsSchrag03
ODP0747,,18.073,2.23,2.5,Cibicidoides mundulus,1717,BillupsSchrag02
ODP0747,,18.238,1.99,2.22,Cibicidoides mundulus,1717,BillupsSchrag02
ODP0757,97.6,18.401,2.28,2.53,Cibicidoides mundulus,1336,BillupsSchrag03
ODP0747,,18.469,2.23,2.5,Cibicidoides mundulus,1717,BillupsSchrag02
ODP0747,,18.679,2.36,2.66,Cibicidoides mundulus,1717,BillupsSchrag02
DSDP573,279.91,18.722,1.81,2.29,Cibicidoides mundulus,3865,LearElderfieldOthers00
ODP0757,99.1,18.795,2.42,2.7,Cibicidoides mundulus,1327,BillupsSchrag03
ODP0747,,18.894,2.31,2.6,Cibicidoides mundulus,1717,BillupsSchrag02
ODP0747,,19.109,2.2,2.47,Cibicidoides mundulus,1717,BillupsSchrag02
ODP1218,55.6,19.213,1.71,2.03,Oridorsalis umbonatus,4365,LearRosenthalOthers04
ODP1218,56.1,19.279,1.65,1.97,Oridorsalis umbonatus,4363,LearRosenthalOthers04
ODP1218,55.95,19.328,1.67,1.99,Oridorsalis umbonatus,4361,LearRosenthalOthers04
ODP0747,,19.329,2.08,2.32,Cibicidoides mundulus,1717,BillupsSchrag02
ODP1218,56.45,19.408,1.74,2.06,Oridorsalis umbonatus,4359,LearRosenthalOthers04
ODP1218,57.1,19.411,1.55,1.87,Oridorsalis umbonatus,4359,LearRosenthalOthers04
ODP0747,,19.457,2.33,2.62,Cibicidoides mundulus,1717,BillupsSchrag02
ODP1218,57.6,19.476,1.63,1.95,Oridorsalis umbonatus,4357,LearRosenthalOthers04
ODP1218,56.95,19.486,1.55,1.87,Oridorsalis umbonatus,4357,LearRosenthalOthers04
ODP1218,58.1,19.548,1.53,1.85,Oridorsalis umbonatus,4355,LearRosenthalOthers04
ODP1218,58.6,19.61,1.73,2.05,Oridorsalis umbonatus,4354,LearRosenthalOthers04
ODP0747,,19.613,,,Cibicidoides mundulus,1717,BillupsSchrag02
ODP1218,57.95,19.623,1.64,1.96,Oridorsalis umbonatus,4353,LearRosenthalOthers04
ODP0747,,19.823,2.21,2.48,Cibicidoides mundulus,1717,BillupsSchrag02
ODP1218,59.95,19.878,1.72,2.03,Oridorsalis umbonatus,4345,LearRosenthalOthers04
ODP1218,60.45,19.941,1.74,2.05,Oridorsalis umbonatus,4344,LearRosenthalOthers04
ODP1218,60.95,20.004,1.66,1.97,Oridorsalis umbonatus,4342,LearRosenthalOthers04
ODP0747,,20.019,,,Cibicidoides mundulus,1717,BillupsSchrag02
ODP1218,61.95,20.17,1.58,1.89,Oridorsalis umbonatus,4337,LearRosenthalOthers04
ODP0747,,20.243,2.14,2.4,Cibicidoides mundulus,1717,BillupsSchrag02
ODP1218,62.45,20.263,1.58,1.89,Oridorsalis umbonatus,4334,LearRosenthalOthers04
DSDP573,298.21,20.264,0.86,1.83,Nuttallides umbonifera,3810,LearElderfieldOthers00
ODP1218,62.95,20.359,1.36,1.67,Oridorsalis umbonatus,4331,LearRosenthalOthers04
ODP1218,62.65,20.364,1.57,1.88,Oridorsalis umbonatus,4330,LearRosenthalOthers04
ODP1218,62.95,20.37,1.44,1.75,Oridorsalis umbonatus,4330,LearRosenthalOthers04
ODP0747,,20.494,2,2.23,Cibicidoides mundulus,1717,BillupsSchrag02
ODP1218,63.95,20.538,1.65,1.96,Oridorsalis umbonatus,4325,LearRosenthalOthers04
ODP1218,64.15,20.612,1.63,1.94,Oridorsalis umbonatus,4323,LearRosenthalOthers04
ODP0747,,20.683,2.04,2.28,Cibicidoides mundulus,1717,BillupsSchrag02
ODP1218,64.65,20.691,1.59,1.9,Oridorsalis umbonatus,4320,LearRosenthalOthers04
DSDP573,304.6,20.748,1.72,2.17,Cibicidoides mundulus,3793,LearElderfieldOthers00
ODP1218,65.15,20.749,1.67,1.98,Oridorsalis umbonatus,4319,LearRosenthalOthers04
ODP0747,,20.767,2.12,2.37,Cibicidoides mundulus,1717,BillupsSchrag02
ODP1218,65.65,20.802,1.56,1.87,Oridorsalis umbonatus,4317,LearRosenthalOthers04
ODP1218,66.15,20.854,1.44,1.75,Oridorsalis umbonatus,4316,LearRosenthalOthers04
ODP1218,66.95,20.893,1.48,1.79,Oridorsalis umbonatus,4315,LearRosenthalOthers04
ODP1218,66.65,20.907,1.41,1.72,Oridorsalis umbonatus,4314,LearRosenthalOthers04
ODP0747,,20.938,2.24,2.52,Cibicidoides mundulus,1717,BillupsSchrag02
ODP1218,67.45,20.946,1.61,1.92,Oridorsalis umbonatus,4313,LearRosenthalOthers04
ODP1218,67.15,20.959,1.52,1.83,Oridorsalis umbonatus,4313,LearRosenthalOthers04
ODP1218,67.95,20.999,1.64,1.95,Oridorsalis umbonatus,4312,LearRosenthalOthers04
ODP1218,67.65,21.012,1.65,1.96,Oridorsalis umbonatus,4311,LearRosenthalOthers04
ODP1218,68.15,21.061,1.89,2.2,Oridorsalis umbonatus,4310,LearRosenthalOthers04
ODP1218,68.95,21.099,1.58,1.89,Oridorsalis umbonatus,4309,LearRosenthalOthers04
ODP0747,,21.162,1.98,2.2,Cibicidoides mundulus,1717,BillupsSchrag02
ODP1218,70.95,21.244,1.74,2.05,Oridorsalis umbonatus,4305,LearRosenthalOthers04
ODP1218,71.45,21.279,1.49,1.8,Oridorsalis umbonatus,4304,LearRosenthalOthers04
ODP1218,71.95,21.314,1.43,1.74,Oridorsalis umbonatus,4303,LearRosenthalOthers04
ODP0747,,21.4,1.99,2.21,Cibicidoides mundulus,1717,BillupsSchrag02
ODP1218,73.43,21.436,1.89,2.19,Oridorsalis umbonatus,4300,LearRosenthalOthers04
ODP1218,73.93,21.466,1.66,1.96,Oridorsalis umbonatus,4299,LearRosenthalOthers04
ODP1218,74.43,21.51,1.7,2,Oridorsalis umbonatus,4298,LearRosenthalOthers04
ODP1218,74.93,21.576,1.96,2.26,Oridorsalis umbonatus,4296,LearRosenthalOthers04
ODP0747,,21.605,2.12,2.37,Cibicidoides mundulus,1716,BillupsSchrag02
ODP1218,75.43,21.643,1.78,2.08,Oridorsalis umbonatus,4294,LearRosenthalOthers04
ODP1218,75.93,21.685,2.12,2.42,Oridorsalis umbonatus,4293,LearRosenthalOthers04
ODP1218,76.43,21.737,1.84,2.14,Oridorsalis umbonatus,4291,LearRosenthalOthers04
ODP0747,,21.784,1.98,2.2,Cibicidoides mundulus,1716,BillupsSchrag02
ODP1218,76.93,21.796,1.72,2.02,Oridorsalis umbonatus,4289,LearRosenthalOthers04
ODP0747,,21.951,2.21,2.48,Cibicidoides mundulus,1716,BillupsSchrag02
ODP1218,77.32,22.076,1.6,1.9,Oridorsalis umbonatus,4279,LearRosenthalOthers04
ODP1218,77.82,22.127,1.51,1.81,Oridorsalis umbonatus,4278,LearRosenthalOthers04
ODP0747,,22.151,2.21,2.48,Cibicidoides mundulus,1716,BillupsSchrag02
ODP1218,78.32,22.177,1.95,2.25,Oridorsalis umbonatus,4276,LearRosenthalOthers04
ODP1218,78.82,22.227,1.82,2.12,Oridorsalis umbonatus,4275,LearRosenthalOthers04
ODP1218,79.45,22.291,1.59,1.89,Oridorsalis umbonatus,4273,LearRosenthalOthers04
ODP1218,80.82,22.425,1.55,1.85,Oridorsalis umbonatus,4269,LearRosenthalOthers04
ODP1218,81.46,22.489,1.57,1.87,Oridorsalis umbonatus,4267,LearRosenthalOthers04
ODP0747,,22.49,2.08,2.32,Cibicidoides mundulus,1716,BillupsSchrag02
ODP1218,81.82,22.524,1.79,2.09,Oridorsalis umbonatus,4266,LearRosenthalOthers04
ODP1218,81.96,22.538,1.53,1.83,Oridorsalis umbonatus,4265,LearRosenthalOthers04
ODP1218,82.32,22.585,1.77,2.07,Oridorsalis umbonatus,4264,LearRosenthalOthers04
ODP1218,82.45,22.613,1.34,1.64,Oridorsalis umbonatus,4263,LearRosenthalOthers04
ODP1218,82.82,22.692,1.38,1.68,Oridorsalis umbonatus,4260,LearRosenthalOthers04
ODP1218,82.95,22.72,1.26,1.56,Oridorsalis umbonatus,4259,LearRosenthalOthers04
ODP1218,82.78,22.774,1.74,2.04,Oridorsalis umbonatus,4257,LearRosenthalOthers04
ODP1218,83.45,22.787,1.78,2.08,Oridorsalis umbonatus,4257,LearRosenthalOthers04
ODP1218,82.98,22.794,1.83,2.13,Oridorsalis umbonatus,4257,LearRosenthalOthers04
ODP0747,,22.795,,,Cibicidoides mundulus,1716,BillupsSchrag02
ODP1218,83.18,22.812,1.36,1.66,Oridorsalis umbonatus,4256,LearRosenthalOthers04
ODP1218,83.96,22.887,1.65,1.95,Oridorsalis umbonatus,4254,LearRosenthalOthers04
ODP1218,84.18,22.909,1.63,1.93,Oridorsalis umbonatus,4253,LearRosenthalOthers04
ODP1218,84.58,22.949,1.83,2.13,Oridorsalis umbonatus,4252,LearRosenthalOthers04
ODP1218,84.78,22.969,1.53,1.82,Oridorsalis umbonatus,4251,LearRosenthalOthers04
ODP1218,84.98,22.988,1.79,2.08,Oridorsalis umbonatus,4251,LearRosenthalOthers04
ODP1218,85.18,23.008,1.73,2.02,Oridorsalis umbonatus,4250,LearRosenthalOthers04
ODP1218,84.28,23.019,1.87,2.16,Oridorsalis umbonatus,4249,LearRosenthalOthers04
ODP1218,85.38,23.028,1.7,1.99,Oridorsalis umbonatus,4250,LearRosenthalOthers04
ODP1218,85.68,23.053,1.44,1.73,Oridorsalis umbonatus,4249,LearRosenthalOthers04
ODP1218,85.87,23.07,1.45,1.74,Oridorsalis umbonatus,4248,LearRosenthalOthers04
ODP1218,86.22,23.099,1.42,1.71,Oridorsalis umbonatus,4247,LearRosenthalOthers04
ODP1218,86.42,23.116,1.34,1.63,Oridorsalis umbonatus,4247,LearRosenthalOthers04
ODP1218,86.62,23.132,1.39,1.68,Oridorsalis umbonatus,4246,LearRosenthalOthers04
ODP1218,86.82,23.15,1.28,1.57,Oridorsalis umbonatus,4246,LearRosenthalOthers04
ODP1218,87.02,23.166,1.6,1.89,Oridorsalis umbonatus,4245,LearRosenthalOthers04
ODP1218,87.52,23.208,1.4,1.69,Oridorsalis umbonatus,4244,LearRosenthalOthers04
ODP1218,87.72,23.226,1.61,1.9,Oridorsalis umbonatus,4244,LearRosenthalOthers04
ODP1218,87.92,23.242,1.51,1.8,Oridorsalis umbonatus,4243,LearRosenthalOthers04
ODP1218,88.12,23.267,1.57,1.86,Oridorsalis umbonatus,4242,LearRosenthalOthers04
ODP0747,,23.297,,,Cibicidoides mundulus,1715,BillupsSchrag02
ODP1218,88.32,23.298,1.44,1.73,Oridorsalis umbonatus,4241,LearRosenthalOthers04
ODP0757,101.2,23.303,,,Cibicidoides spp.,1200,BillupsSchrag03
ODP1218,88.52,23.328,1.81,2.1,Oridorsalis umbonatus,4240,LearRosenthalOthers04
ODP1218,87.57,23.352,1.49,1.78,Oridorsalis umbonatus,4239,LearRosenthalOthers04
ODP1218,88.72,23.359,1.65,1.94,Oridorsalis umbonatus,4239,LearRosenthalOthers04
ODP1218,87.77,23.379,1.55,1.84,Oridorsalis umbonatus,4238,LearRosenthalOthers04
ODP1218,87.97,23.398,1.65,1.94,Oridorsalis umbonatus,4237,LearRosenthalOthers04
ODP1218,88.17,23.417,1.61,1.9,Oridorsalis umbonatus,4237,LearRosenthalOthers04
ODP1218,88.37,23.435,1.72,2.01,Oridorsalis umbonatus,4236,LearRosenthalOthers04
ODP1218,89.07,23.5,1.61,1.9,Oridorsalis umbonatus,4234,LearRosenthalOthers04
ODP1218,89.27,23.518,1.54,1.83,Oridorsalis umbonatus,4234,LearRosenthalOthers04
ODP1218,89.67,23.555,1.65,1.94,Oridorsalis umbonatus,4233,LearRosenthalOthers04
ODP1218,89.87,23.574,1.6,1.89,Oridorsalis umbonatus,4232,LearRosenthalOthers04
ODP1218,90.32,23.615,1.59,1.88,Oridorsalis umbonatus,4231,LearRosenthalOthers04
ODP1218,90.37,23.62,1.57,1.86,Oridorsalis umbonatus,4231,LearRosenthalOthers04
ODP1218,90.52,23.634,1.47,1.76,Oridorsalis umbonatus,4230,LearRosenthalOthers04
ODP1218,90.52,23.634,1.57,1.86,Oridorsalis umbonatus,4230,LearRosenthalOthers04
ODP1218,90.57,23.638,1.47,1.76,Oridorsalis umbonatus,4230,LearRosenthalOthers04
ODP1218,90.77,23.657,1.48,1.77,Oridorsalis umbonatus,4229,LearRosenthalOthers04
ODP1218,90.92,23.67,1.47,1.76,Oridorsalis umbonatus,4229,LearRosenthalOthers04
ODP1218,91.12,23.689,1.56,1.85,Oridorsalis umbonatus,4228,LearRosenthalOthers04
ODP1218,91.17,23.693,1.46,1.75,Oridorsalis umbonatus,4228,LearRosenthalOthers04
ODP1218,91.52,23.726,1.48,1.77,Oridorsalis umbonatus,4227,LearRosenthalOthers04
ODP1218,91.82,23.753,1.43,1.72,Oridorsalis umbonatus,4226,LearRosenthalOthers04
ODP1218,92.02,23.772,1.41,1.7,Oridorsalis umbonatus,4226,LearRosenthalOthers04
ODP1218,92.22,23.79,1.4,1.69,Oridorsalis umbonatus,4225,LearRosenthalOthers04
ODP1218,92.42,23.809,1.26,1.55,Oridorsalis umbonatus,4225,LearRosenthalOthers04
ODP1218,91.14,23.828,1.44,1.73,Oridorsalis umbonatus,4223,LearRosenthalOthers04
ODP1218,92.62,23.828,1.65,1.94,Oridorsalis umbonatus,4224,LearRosenthalOthers04
ODP1218,92.82,23.842,1.48,1.77,Oridorsalis umbonatus,4224,LearRosenthalOthers04
ODP1218,91.42,23.854,1.67,1.96,Oridorsalis umbonatus,4222,LearRosenthalOthers04
ODP1218,93.02,23.857,1.34,1.63,Oridorsalis umbonatus,4223,LearRosenthalOthers04
ODP1218,91.63,23.872,1.35,1.64,Oridorsalis umbonatus,4222,LearRosenthalOthers04
ODP1218,91.92,23.9,1.77,2.06,Oridorsalis umbonatus,4221,LearRosenthalOthers04
ODP1218,92.08,23.914,1.52,1.81,Oridorsalis umbonatus,4220,LearRosenthalOthers04
ODP1218,92.32,23.937,1.53,1.82,Oridorsalis umbonatus,4220,LearRosenthalOthers04
ODP1218,92.42,23.946,1.44,1.73,Oridorsalis umbonatus,4220,LearRosenthalOthers04
ODP1218,92.67,23.969,1.72,2.01,Oridorsalis umbonatus,4219,LearRosenthalOthers04
ODP1218,92.92,23.992,1.61,1.9,Oridorsalis umbonatus,4218,LearRosenthalOthers04
ODP1218,93.12,24.01,1.58,1.87,Oridorsalis umbonatus,4217,LearRosenthalOthers04
ODP1218,93.82,24.104,1.48,1.77,Oridorsalis umbonatus,4214,LearRosenthalOthers04
ODP1218,93.92,24.111,1.77,2.06,Oridorsalis umbonatus,4214,LearRosenthalOthers04
ODP1218,94.12,24.126,1.58,1.87,Oridorsalis umbonatus,4214,LearRosenthalOthers04
ODP1218,94.42,24.147,1.49,1.78,Oridorsalis umbonatus,4213,LearRosenthalOthers04
ODP1218,94.61,24.161,1.43,1.72,Oridorsalis umbonatus,4213,LearRosenthalOthers04
ODP1218,94.92,24.193,1.67,1.96,Oridorsalis umbonatus,4212,LearRosenthalOthers04
ODP1218,95.12,24.216,1.43,1.72,Oridorsalis umbonatus,4211,LearRosenthalOthers04
ODP1218,95.42,24.245,1.57,1.86,Oridorsalis umbonatus,4210,LearRosenthalOthers04
ODP1218,95.44,24.251,1.41,1.7,Oridorsalis umbonatus,4210,LearRosenthalOthers04
ODP1218,95.62,24.273,1.41,1.7,Oridorsalis umbonatus,4209,LearRosenthalOthers04
ODP1218,95.8,24.292,1.49,1.78,Oridorsalis umbonatus,4208,LearRosenthalOthers04
ODP1218,96.02,24.314,1.52,1.81,Oridorsalis umbonatus,4208,LearRosenthalOthers04
ODP1218,96.22,24.335,1.44,1.73,Oridorsalis umbonatus,4207,LearRosenthalOthers04
ODP1218,96.42,24.356,1.38,1.67,Oridorsalis umbonatus,4206,LearRosenthalOthers04
ODP1218,96.42,24.36,1.33,1.62,Oridorsalis umbonatus,4206,LearRosenthalOthers04
ODP0757,102,24.361,,,Cibicidoides spp.,1169,BillupsSchrag03
ODP1218,96.62,24.376,1.55,1.84,Oridorsalis umbonatus,4206,LearRosenthalOthers04
ODP1218,96.97,24.419,1.78,2.07,Oridorsalis umbonatus,4204,LearRosenthalOthers04
ODP1218,97.12,24.43,1.87,2.16,Oridorsalis umbonatus,4204,LearRosenthalOthers04
DSDP573,343.91,24.438,1.8,1.99,Oridorsalis umbonatus,3644,LearElderfieldOthers00
DSDP573,343.91,24.438,1.68,2.09,Cibicidoides mundulus,3644,LearElderfieldOthers00
ODP1218,97.32,24.45,1.71,2,Oridorsalis umbonatus,4203,LearRosenthalOthers04
ODP1218,97.92,24.513,1.53,1.82,Oridorsalis umbonatus,4201,LearRosenthalOthers04
ODP1218,97.91,24.523,1.37,1.66,Oridorsalis umbonatus,4201,LearRosenthalOthers04
